,state_name,state_name_slug,state_code,state_code_slug,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_url,photo_url
89,Virginia,virginia,VA,va,II,W000805,1897,N00002097,535,NA,NA,NA,NA,senator,democrat,Mark Warner,mark-warner,Mark,NA,Warner,NA,NA,MARK WAR-ner,male,white-american,presbyterian,no,12/15/54,1/3/09,1/3/21,"Mark Warner, a Senator from Virginia; born in Indianapolis, Ind., December 15, 1954; B.A., George Washington University, 1977; J.D., Harvard Law School, 1980; worked on the staff of Senator Christopher Dodd; engaged in the high-technology business; co-founded the company that became Nextel; Virginia Democratic Party Chairman, 1993-1995; unsuccessful candidate for election to the United States Senate in 1996; Governor of Virginia, 2002-2006; chairman of the National Governors Association 2004-2005; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-2023,NA,38.892542,-77.007415,"475 Russell Senate Office Building, Washington, DC 20510",NA,NA,475 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.warner.senate.gov,https://www.warner.senate.gov/public/index.cfm?p=Contact,https://facebook.com/MarkRWarner,https://twitter.com/MarkWarner,https://cdn.civil.services/us-senate/headshots/512x512/mark-warner.jpg
90,Virginia,virginia,VA,va,I,K000384,2176,N00033177,50772,NA,NA,NA,NA,senator,democrat,Tim Kaine,tim-kaine,Tim,NA,Kaine,NA,NA,TIM KANE,male,white-american,roman-catholic,no,2/26/58,1/3/13,1/3/19,"Timothy Kaine, a Senator from Virginia; born in St. Paul, Minn., February 26, 1958; graduated University of Missouri, B.A., 1979; graduated Harvard University, J.D., 1983; lawyer; Richmond City Council 1994-1998; mayor of Richmond, Va., 1998-2001; lieutenant governor of Virginia 2002-2006; governor of Virginia 2006-2010; chairman of the Democratic National Committee 2009-2011; elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-4024,202-228-6363,38.892542,-77.007415,"231 Russell Senate Office Building, Washington, DC 20510",NA,NA,231 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.kaine.senate.gov,https://www.kaine.senate.gov/contact,https://facebook.com/SenatorKaine,https://twitter.com/timkaine,https://cdn.civil.services/us-senate/headshots/512x512/tim-kaine.jpg
91,Vermont,vermont,VT,vt,I,S000033,1010,N00000528,27110,NA,NA,NA,NA,senator,independent,Bernard Sanders,bernard-sanders,Bernard,NA,Sanders,NA,Bernie,BER-nee SAN-durz,male,white-american,jewish,no,9/8/41,1/3/07,1/3/19,"Bernard Sanders, a Senator and a Representative from Vermont; born in Brooklyn, Kings County, N.Y., September 8, 1941; graduated from Madison High School, Brooklyn, N.Y.; B.S., University of Chicago, Chicago, Ill., 1964; Faculty, Harvard University, Cambridge, Mass., 1989; faculty, Hamilton College, Clinton, N.Y., 1990; carpenter; journalist; unsuccessful independent candidate for election to the United States Senate in 1972 and 1974; unsuccessful independent candidate for election for governor of Vermont in 1972, 1976 and 1986; mayor of Burlington, Vt., 1981-1989; unsuccessful independent candidate to the One Hundred First Congress in 1988; elected as an Independent to the One Hundred Second and to the seven succeeding Congresses (January 3, 1991-January 3, 2007); was not a candidate for reelection to the House of Representatives but was elected as an Independent to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Committee on Veterans Affairs (One Hundred Thirteenth Congress).",202-224-5141,202-228-0776,38.892542,-77.007415,"332 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,332 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.sanders.senate.gov,https://www.sanders.senate.gov/contact/,https://facebook.com/senatorsanders,https://twitter.com/SenSanders,https://cdn.civil.services/us-senate/headshots/512x512/bernard-sanders.jpg
92,Vermont,vermont,VT,vt,III,L000174,1383,N00009918,53353,NA,NA,NA,NA,senator,democrat,Patrick Leahy,patrick-leahy,Patrick,J.,Leahy,NA,NA,PAT-truck LAY-hee,male,white-american,roman-catholic,no,3/31/40,1/3/75,1/3/23,"Patrick Leahy, a Senator from Vermont; born in Montpelier, Washington County, Vt., March 31, 1940; graduated, St. Michael's College, Winooski, Vt., 1961; received J.D. degree from Georgetown University 1964; admitted to the Vermont bar in 1964 and commenced practice in Burlington; State's attorney, Chittenden County, Vt., 1966-1974; elected as a Democrat to the United States Senate in 1974; reelected in 1980, 1986, 1992,1998, 2004 and again in 2010 for the term ending January 3, 2017; President pro tempore (December 17, 2012-January 3, 2015); chair, Committee on Agriculture, Nutrition and Forestry (One Hundredth through One Hundred Third Congresses), Committee on the Judiciary (One Hundred Seventh Congress [January 3-20, 2001; June 6, 2001-January 3, 2003], One Hundred Tenth to One Hundred Thirteenth Congresses).",202-224-4242,NA,38.892542,-77.007415,"437 Russell Senate Office Building, Washington, DC 20510",NA,NA,437 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.leahy.senate.gov,https://www.leahy.senate.gov/contact/,https://facebook.com/SenatorPatrickLeahy,https://twitter.com/SenatorLeahy,https://cdn.civil.services/us-senate/headshots/512x512/patrick-leahy.jpg
93,Washington,washington,WA,wa,I,C000127,172,N00007836,27122,NA,NA,NA,NA,senator,democrat,Maria Cantwell,maria-cantwell,Maria,NA,Cantwell,NA,NA,muh-REE-uh KANT-well,female,white-american,roman-catholic,no,10/13/58,1/3/01,1/3/19,"Maria Cantwell, a Senator and a Representative from Washington; born in Indianapolis, Ind., October 13, 1958; attended public schools in Indianapolis; B.A., Miami University of Ohio 1980; pursued an academic course at the Miami University European Center, Luxembourg; public relations consultant; Washington State Representative 1987-1993; elected as a Democrat to the 103rd Congress (January 3, 1993-January 3, 1995); unsuccessful candidate for reelection to the 104th Congress; elected as a Democrat to the U.S. Senate on November 7, 2000, for the term commencing January 3, 2001; reelected in 2006 and again in 2012 for the term ending January 3, 2019; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Small Business and Entrepreneurship (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]).",202-224-3441,202-228-0514,38.892839,-77.004356,"511 Hart Senate Office Building, Washington, DC 20510",NA,NA,511 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.cantwell.senate.gov,https://www.cantwell.senate.gov/public/index.cfm/email-maria,https://facebook.com/senatorcantwell,https://twitter.com/SenatorCantwell,https://cdn.civil.services/us-senate/headshots/512x512/maria-cantwell.jpg
94,Washington,washington,WA,wa,III,M001111,1409,N00007876,53358,NA,NA,NA,NA,senator,democrat,Patty Murray,patty-murray,Patty,NA,Murray,NA,NA,PATT-ee MER-ee,female,white-american,roman-catholic,no,10/11/50,1/3/93,1/3/23,"Patty Murray, a Senator from Washington; born in Seattle, King County, Wash., October 11, 1950; graduated, Washington State University 1972; education volunteer 1977-1984; instructor, Shoreline Community College, Shoreline, Wash., 1984-1987; citizen lobbyist for environmental and educational issues 1983-1988; Member, board of directors, Shoreline School District 1985-1989, serving as president and legislative representative for two terms; member, Washington state Senate 1988-1992, Democratic whip 1990-1992; elected as a Democrat to the United States Senate in 1992; reelected in 1998, 2004 and again in 2010 for the term ending January 3, 2017; chairwoman, Democratic Senatorial Campaign Committee (2001-2003, 2011-2013), Committee on Veterans Affairs (One Hundred Twelfth Congress), Committee on the Budget (One Hundred Thirteenth Congress); Democratic Conference secretary (2007-).",202-224-2621,202-224-0238,38.892542,-77.007415,"154 Russell Senate Office Building, Washington, DC 20510",NA,NA,154 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.murray.senate.gov,https://www.murray.senate.gov/public/index.cfm/contactme,https://facebook.com/pattymurray,https://twitter.com/PattyMurray,https://cdn.civil.services/us-senate/headshots/512x512/patty-murray.jpg
95,Wisconsin,wisconsin,WI,wi,III,J000293,2086,N00032546,126217,NA,NA,NA,NA,senator,republican,Ron Johnson,ron-johnson,Ron,NA,Johnson,NA,NA,RAHN JAHN-suhn,male,white-american,lutheran,no,4/8/55,1/3/11,1/3/23,"Ron Johnson, a Senator from Wisconsin; born on April 8, 1955, in Mankato, Minn.; graduated University of Minnesota, B.S., 1977; studied business administration, University of Minnesota, 1977-1979; plastics manufacturer; accountant; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; chair, Committee on Homeland Security and Governmental Affairs (One Hundred Fourteenth Congress).",202-224-5323,202-228-6965,38.892839,-77.004356,"328 Hart Senate Office Building, Washington, DC 20510",NA,NA,328 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.ronjohnson.senate.gov,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,https://facebook.com/senronjohnson,https://twitter.com/SenRonJohnson,https://cdn.civil.services/us-senate/headshots/512x512/ron-johnson.jpg
96,Wisconsin,wisconsin,WI,wi,I,B001230,1558,N00004367,3470,NA,NA,NA,NA,senator,democrat,Tammy Baldwin,tammy-baldwin,Tammy,NA,Baldwin,NA,NA,TAMM-ee BAWLD-wuhn,female,white-american,unspecified,no,2/11/62,1/3/13,1/3/19,"Tammy Baldwin, a Senator and a Representative from Wisconsin; born in Madison, Dane County, Wis., February 11, 1962; graduated from Madison West High School, Madison, Wis., 1980; A.B., Smith College, Northampton, Mass., 1984; J.D., University of Wisconsin Law School, Madison, Wis., 1989; lawyer, private practice; Dane County, Wis., board of supervisors, 1986-1994; member of the Wisconsin state assembly, 1993-1999; elected as a Democrat to the One Hundred Sixth and to the six succeeding Congresses (January 3, 1999-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-5653,NA,38.892839,-77.004356,"717 Hart Senate Office Building, Washington, DC 20510",NA,NA,717 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.baldwin.senate.gov,https://www.baldwin.senate.gov/feedback,https://facebook.com/senatortammybaldwin,https://twitter.com/tammybaldwin,https://cdn.civil.services/us-senate/headshots/512x512/tammy-baldwin.jpg
97,West Virginia,west-virginia,WV,wv,I,M001183,1983,N00032838,7547,NA,NA,NA,NA,senator,democrat,Joe Manchin,joe-manchin,Joe,NA,Manchin,III,NA,JOH MAN-chuhn,male,white-american,roman-catholic,no,8/24/47,11/15/10,1/3/19,"Joe Manchin, a Senator from West Virginia; born August 24, 1947, in Farmington, Marion County, West Virginia; graduated Farmington High School, Farmington, WV, 1965; B.A., West Virginia University, 1970; businessman; member of the West Virginia house of delegates 1982-1986; member of the West Virginia state Senate 1986-1996; unsuccessful candidate for the Democratic gubernatorial nomination in 1996; Secretary of State, West Virginia 2000-2004; elected governor of West Virginia in 2004 and reelected in 2008; chairman of the National Governors Association 2010; elected as a Democrat to the U.S. Senate in a special election on November 2, 2010, to fill the vacancy caused by the death of Robert C. Byrd, a seat subsequently held by appointed Senator Carte Goodwin, and took the oath of office on November 15, 2010; reelected in 2012 for the term ending January 3, 2019.",202-224-3954,202-228-0002,38.892839,-77.004356,"306 Hart Senate Office Building, Washington, DC 20510",NA,NA,306 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.manchin.senate.gov,https://www.manchin.senate.gov/public/index.cfm/contact-form,https://facebook.com/JoeManchinIII,https://twitter.com/Sen_JoeManchin,https://cdn.civil.services/us-senate/headshots/512x512/joe-manchin.jpg
98,West Virginia,west-virginia,WV,wv,II,C001047,1676,N00009771,11701,NA,NA,NA,NA,senator,republican,Shelley Capito,shelley-capito,Shelley,Moore,Capito,NA,NA,SHELL-ee MORE CAP-it-oh,female,white-american,presbyterian,no,11/26/53,1/3/15,1/3/21,"Shelley Capito (daughter of Arch Alfred Moore, Jr.), a Senator and a Representative from West Virginia; born in Glendale, Marshall County, W.Va., November 26, 1953; B.S., Duke University, Durham, N.C., 1975; M.Ed., University of Virginia, Charlottesville, Va., 1976; college counselor; Member, West Virginia state house of representatives, 1997-2001; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-6472,NA,38.892542,-77.007415,"172 Russell Senate Office Building, Washington, DC 20510",NA,NA,172 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.capito.senate.gov,https://www.capito.senate.gov/contact/contact-shelley,https://facebook.com/senshelley,https://twitter.com/SenCapito,https://cdn.civil.services/us-senate/headshots/512x512/shelley-capito.jpg
99,Wyoming,wyoming,WY,wy,I,B001261,1881,N00006236,52662,NA,NA,NA,NA,senator,republican,John Barrasso,john-barrasso,John,NA,Barrasso,NA,NA,JAHN buh-RASS-oh,male,white-american,presbyterian,no,7/21/52,6/25/07,1/3/19,"John Barrasso, a Senator from Wyoming; born on July 21, 1952, in Reading, Penn.; graduated Georgetown University, Washington, D.C., B.S. 1974; graduated Georgetown University School of Medicine, M.D. 1978; residency at Yale Medical School, New Haven, Conn.; orthopedic surgeon, private practice; chief of staff of the Wyoming Medical Center, Casper, Wyo.; Wyoming State Senate 2002-2007; appointed to the United States Senate on June 22, 2007, to fill the vacancy caused by the death of Craig L. Thomas; took the oath of office on June 25, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019; vice-chair, Republican Conference (2010-2012); chair, Republican Policy Committee (2012-); chair, Committee on Indian Affairs (One Hundred Fourteenth Congress).",202-224-6441,202-224-1724,38.892542,-77.007415,"307 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,307 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.barrasso.senate.gov,https://www.barrasso.senate.gov/public/index.cfm/contact-form,https://facebook.com/johnbarrasso/,https://twitter.com/SenJohnBarrasso,https://cdn.civil.services/us-senate/headshots/512x512/john-barrasso.jpg
100,Wyoming,wyoming,WY,wy,II,E000285,1542,N00006249,558,NA,NA,NA,NA,senator,republican,Michael Enzi,michael-enzi,Michael,B.,Enzi,NA,Mike,MIKE EN-zee,male,white-american,presbyterian,no,2/1/44,1/3/97,1/3/21,"Michael Enzi, a Senator from Wyoming; born in Bremerton, Wash., February 1, 1944; attended public schools of Thermopolis and Sheridan, Wyo.; graduated, Sheridan High School 1962; received degree in accounting, George Washington University 1966; M.B.A. in retail marketing from Denver University 1968; served in Wyoming National Guard 1967-73; owned and operated family shoe stores in Gillette and Sheridan, Wyo., and Miles City, Mont.; Accountant; Certified Professional in Human Resources, 1993-present; Mayor of Gillette 1975-1982; Member, Wyoming house of representatives 1987-1991; Member, Wyoming state Senate 1991-1996; Commissioner, Western Interstate Commission for Higher Education 1995-1996; elected as a Republican to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; Chair, Committee on Health, Education, Labor, and Pensions (One Hundred Ninth Congress), Committee on Budget (One Hundred Fourteenth Congress).",202-224-3424,202-228-0359,38.892542,-77.007415,"379A Russell Senate Office Building, Washington, DC 20510",NA,NA,379A Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/e-mail-senator-enzi,https://facebook.com/mikeenzi,https://twitter.com/SenatorEnzi,https://cdn.civil.services/us-senate/headshots/512x512/michael-enzi.jpg
